公司名称 公司规模 岗位 公司位置 年薪 经验要求 basic ID
某大型互联网上市集团公司 工具类产品,IT技术服务｜咨询,专业服务｜咨询,未融资,15-50人 ios开发工程师 北京·燕莎 30k-50k 经验5-10年,本科 ios开发工程师,北京·燕莎 1632
中科蓝讯 专业服务｜咨询,未融资,50-150人 安卓,IOSAPP软件工程师 珠海·香洲区 15k-25k 经验1-3年,本科 安卓,IOSAPP软件工程师,珠海·香洲区 1633
创造猎绮 专业服务｜咨询,未融资,150-500人 ios开发工程师 长沙·东屯渡 15k-30k 经验不限,本科 ios开发工程师,长沙·东屯渡 1634
锐仕方达 软件服务｜咨询,不需要融资,15-50人 ios开发工程师 长沙·岳麓区 18k-30k 经验3-5年,本科 ios开发工程师,长沙·岳麓区 1635
仕和人力 IT技术服务｜咨询,未融资,150-500人 ios开发工程师 长沙·望岳 20k-30k 经验3-5年,本科 ios开发工程师,长沙·望岳 1636
某知名互联网公司 企业服务,未融资,2000人以上 ios开发工程师 长沙·东屯渡 20k-35k 经验不限,本科 ios开发工程师,长沙·东屯渡 1637
欧猎商务咨询 工具类产品,未融资,15-50人 ios高级开发工程师 上海·延吉 30k-55k 经验5-10年,本科 ios高级开发工程师,上海·延吉 1638
某互联网公司 专业服务｜咨询,未融资,少于15人 ios高级开发工程师 深圳·东门 20k-32k 经验5-10年,大专 ios高级开发工程师,深圳·东门 1639
兑辰人力 专业服务｜咨询,未融资,50-150人 ios开发工程师 杭州·西兴 11k-13k 经验1-3年,大专 ios开发工程师,杭州·西兴 1640
某知名互联网公司 工具类产品,IT技术服务｜咨询,专业服务｜咨询,不需要融资,2000人以上 ios开发 武汉·东西湖区 25k-35k 经验3-5年,本科 ios开发,武汉·东西湖区 1641
睿资达 工具类产品,数据服务｜咨询,专业服务｜咨询,未融资,150-500人 ios开发工程师 上海·黄浦区 40k-65k 经验5-10年,本科 ios开发工程师,上海·黄浦区 1642
Hays 工具类产品,数据服务｜咨询,专业服务｜咨询,未融资,150-500人 高级ios开发工程师 深圳·南山区 30k-50k 经验3-5年,本科 高级ios开发工程师,深圳·南山区 1643
某互联网公司 工具类产品,IT技术服务｜咨询,专业服务｜咨询,未融资,50-150人 ios开发工程师 东莞·大岭山镇 15k-20k 经验1-3年,大专 ios开发工程师,东莞·大岭山镇 1644
某知名互联网公司 专业服务｜咨询,不需要融资,150-500人 ios开发工程师 北京·北下关 30k-50k 经验不限,本科 ios开发工程师,北京·北下关 1645
亿聘世纪 工具类产品,IT技术服务｜咨询,专业服务｜咨询,不需要融资,少于15人 ios开发工程师 深圳·大冲 26k-50k 经验3-5年,本科 ios开发工程师,深圳·大冲 1646
亿聘世纪 企业服务,游戏,未融资,50-150人 ios开发工程师 苏州·娄葑 15k-30k 经验3-5年,本科 ios开发工程师,苏州·娄葑 1647
太湖云 电商平台,内容社区,不需要融资,150-500人 ios开发运维工程师 无锡·滨湖区 13k-15k 经验3-5年,本科 ios开发运维工程师,无锡·滨湖区 1648
西安智推网络 工具类产品,人工智能服务,未融资,50-150人 高级,资深ios开发工程师 西安·张家堡 20k-30k 经验3-5年,本科 高级,资深ios开发工程师,西安·张家堡 1649
乐天创研（北京）科技有限公司 电商平台,内容社区,不需要融资,150-500人 iOSengineer_TSD(iOS开发工程师) 上海·普陀区 25k-40k 经验5-10年,本科 iOSengineer_TSD(iOS开发工程师),上海·普陀区 1650
上海安威士科技股份有限公司 其他,不需要融资,2000人以上 资深iOS开发 上海·闵行区 16k-22k 经验5-10年,大专 资深iOS开发,上海·闵行区 1651
光大证券股份有限公司 专业服务｜咨询,不需要融资,少于15人 实习生（iOS开发方向） 深圳·福田区 1k-2k 经验在校,应届,本科 实习生（iOS开发方向）,深圳·福田区 1652
塔塔信息技术（中国）有限责任公司上海分公司 内容社区,音频｜视频媒体,上市公司,500-2000人 iOSDeveloper,iOS开发工程师 上海·浦东新区 20k-30k 经验5-10年,本科 iOSDeveloper,iOS开发工程师,上海·浦东新区 1653
掌阅 金融业,不需要融资,150-500人 移动研发工程师（ios）(A49185) 天津·向阳楼 30k-45k 经验3-5年,本科 移动研发工程师（ios）(A49185),天津·向阳楼 1654
智庆科技 短视频,上市公司,2000人以上 iOS,Android开发工程师 昆明·盘龙区 6k-10k 经验3-5年,大专 iOS,Android开发工程师,昆明·盘龙区 1655
湖北消费金融公司 短视频,上市公司,2000人以上 前端开发工程师（IOS） 武汉·武昌区 10k-18k 经验1-3年,本科 前端开发工程师（IOS）,武汉·武昌区 1656
里易信息 社交平台,内容社区,D轮及以上,500-2000人 APP移动开发高级工程师（ios） 上海·徐汇区 10k-15k 经验5-10年,本科 APP移动开发高级工程师（ios）,上海·徐汇区 1657
快手 社交平台,内容社区,D轮及以上,500-2000人 iOS开发工程师（游戏中台）-【游戏事业部】 杭州·长河 25k-40k 经验3-5年,本科 iOS开发工程师（游戏中台）-【游戏事业部】,杭州·长河 1658
快手 在线教育,工具类产品,未融资,15-50人 iOS开发工程师（直播）-【主站】 深圳·科技园 20k-40k 经验3-5年,本科 iOS开发工程师（直播）-【主站】,深圳·科技园 1659
深圳数商联动信息科技有限公司 社交平台,未融资,15-50人 资深iOS开发工程师 深圳·南山区 15k-20k 经验5-10年,本科 资深iOS开发工程师,深圳·南山区 1660
五指传媒 医疗｜保健｜美容,不需要融资,2000人以上 高级,资深ios开发【远程办公】 北京·望京 30k-50k 经验5-10年,本科 高级,资深ios开发【远程办公】,北京·望京 1661
鲁南制药集团 工具类产品,不需要融资,50-150人 软件开发工程师（后端、Android、iOS、C#） 临沂·兰山区 5k-8k 经验不限,本科 软件开发工程师（后端、Android、iOS、C#）,临沂·兰山区 1662
深圳数商联动信息科技有限公司 工具类产品,不需要融资,50-150人 双端源生开发（ios、Android） 深圳·南山区 15k-25k 经验5-10年,本科 双端源生开发（ios、Android）,深圳·南山区 1663
晞望网络 工具类产品,C轮,150-500人 ios付费类投放（海外工具） 重庆·冉家坝 13k-20k 经验1-3年,本科 ios付费类投放（海外工具）,重庆·冉家坝 1664
晞望网络 IT技术服务｜咨询,软件服务｜咨询,数据服务｜咨询,不需要融资,15-50人 IOS产品经理（付费和订阅方向） 重庆·冉家坝 15k-20k 经验3-5年,本科 IOS产品经理（付费和订阅方向）,重庆·冉家坝 1665
KikaTech(新美互通) 内容社区,电商平台,社交平台,未融资,少于15人 iOS开发工程师 北京·东四 18k-25k 经验5-10年,本科 iOS开发工程师,北京·东四 1666
二十一号 其他,不需要融资,150-500人 高级,资深ios开发工程师 深圳·新安 15k-25k 经验3-5年,大专 高级,资深ios开发工程师,深圳·新安 1667
遇他信息 电商平台,上市公司,2000人以上 APP开发(iOS+Android） 济南·天桥区 9k-10k 经验不限,大专 APP开发(iOS+Android）,济南·天桥区 1668
赛科工业科技开发（武汉）有限公司深圳分公司 社交平台,上市公司,500-2000人 中级iOS开发工程师 上海·浦东新区 25k-30k 经验3-5年,大专 中级iOS开发工程师,上海·浦东新区 1669
天美智控 软件服务｜咨询,不需要融资,15-50人 iOS,Android开发工程师 深圳·龙华区 10k-16k 经验1-3年,本科 iOS,Android开发工程师,深圳·龙华区 1670
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 Java,C++,前端,测试,Python,Android,ios开发工程师 西安·新城区 15k-30k 经验3-5年,本科 Java,C++,前端,测试,Python,Android,ios开发工程师,西安·新城区 1671
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 Java,C++,前端,测试,Python,Android,ios开发工程师 南京·宁南 15k-30k 经验3-5年,本科 Java,C++,前端,测试,Python,Android,ios开发工程师,南京·宁南 1672
浮源端 软件服务｜咨询,不需要融资,15-50人 Android&amp;iOS逆向工程师 北京·海淀区 20k-40k 经验3-5年,大专 Android&amp;iOS逆向工程师,北京·海淀区 1673
深圳市慧择软件集团有限公司 IT技术服务｜咨询,不需要融资,500-2000人 ios开发工程师（行业龙头企业） 深圳·大冲 20k-30k 经验3-5年,本科 ios开发工程师（行业龙头企业）,深圳·大冲 1674
新国都 金融业,不需要融资,500-2000人 Flutter工程师(iOS方向)(MJ001244) 深圳·南山区 20k-30k 经验3-5年,本科 Flutter工程师(iOS方向)(MJ001244),深圳·南山区 1675
安奇科技 农林牧渔,消费生活,医疗｜保健｜美容,未融资,少于15人 IOS逆向工程师 深圳·龙华区 50k-60k 经验3-5年,本科 IOS逆向工程师,深圳·龙华区 1676
美图公司 工具类产品,智能硬件,上市公司,2000人以上 iOS开发工程师（美图设计室）(MJ000622) 厦门·同安区 12k-18k 经验3-5年,本科 iOS开发工程师（美图设计室）(MJ000622),厦门·同安区 1677
仙斓科技（上海）有限公司 教育｜培训,未融资,150-500人 资深iOS开发工程师 上海·浦东新区 18k-22k 经验3-5年,本科 资深iOS开发工程师,上海·浦东新区 1678
润泽园 区块链,上市公司,2000人以上 ios开发工程师（swift） 北京·来广营 20k-30k 经验5-10年,本科 ios开发工程师（swift）,北京·来广营 1679
欧科云链 移动互联网,D轮及以上,500-2000人 iOS架构专家 北京·上地 45k-60k 经验5-10年,本科 iOS架构专家,北京·上地 1680
合合信息 专业服务｜咨询,营销服务｜咨询,不需要融资,500-2000人 iOS资深开发工程师 上海·静安区 25k-35k 经验5-10年,本科 iOS资深开发工程师,上海·静安区 1681
“前程无忧”51job.com（上海） 工具类产品,不需要融资,50-150人 ios资深工程师,经理,架构师 上海·浦东新区 24k-40k 经验3-5年,本科 ios资深工程师,经理,架构师,上海·浦东新区 1682
晞望网络 消费生活,上市公司,2000人以上 海外ios产品经理 重庆·冉家坝 15k-25k 经验5-10年,本科 海外ios产品经理,重庆·冉家坝 1683
远大物产 移动互联网,不需要融资,50-150人 移动端技术专家（IOS,安卓） 上海·洋泾 40k-60k 经验5-10年,本科 移动端技术专家（IOS,安卓）,上海·洋泾 1684
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 Java,C++,前端,测试,Python,Android,ios开发工程师 武汉·江夏区 15k-30k 经验3-5年,本科 Java,C++,前端,测试,Python,Android,ios开发工程师,武汉·江夏区 1685
卓见软件 移动互联网,不需要融资,50-150人 IOS高级开发工程师双休自研五险一金年终奖 郑州·金水区 15k-20k 经验5-10年,本科 IOS高级开发工程师双休自研五险一金年终奖,郑州·金水区 1686
坚蚕同行 社交平台,内容社区,社交媒体,天使轮,少于15人 资深IOS开发工程师 咸阳·秦都区 15k-25k 经验5-10年,本科 资深IOS开发工程师,咸阳·秦都区 1687
百度 人工智能服务,信息检索,科技金融,上市公司,2000人以上 ios逆向工程师 西安·雁塔区 30k-60k 经验3-5年,本科 ios逆向工程师,西安·雁塔区 1688
普维 软件开发,不需要融资,50-150人 iOS开发工程师（24届本科） 杭州·滨江区 8k-12k 经验不限,本科 iOS开发工程师（24届本科）,杭州·滨江区 1689
麦风科技 软件服务｜咨询,不需要融资,150-500人 ios开发工程师（音视频项目） 深圳·科技园 15k-20k 经验3-5年,本科 ios开发工程师（音视频项目）,深圳·科技园 1690
深圳易可达科技有限公司 物流平台,C轮,2000人以上 移动端工程师（reactnative开发,ios,安卓） 深圳·龙岗区 20k-25k 经验5-10年,本科 移动端工程师（reactnative开发,ios,安卓）,深圳·龙岗区 1691
燃光科技 游戏,不需要融资,150-500人 IOS中高级开发 成都·武侯区 16k-25k 经验5-10年,本科 IOS中高级开发,成都·武侯区 1692
淘宝 电商,未融资,2000人以上 淘宝商家iOS开发工程师 杭州·余杭区 18k-25k 经验1-3年,本科 淘宝商家iOS开发工程师,杭州·余杭区 1693
上海艾麒 工具类产品,不需要融资,150-500人 ios研发工程师 上海·虹梅路 15k-23k 经验1-3年,本科 ios研发工程师,上海·虹梅路 1694
蚂蚁集团 科技金融,未融资,2000人以上 蚂蚁集团-iOS,安卓开发(P6,P7) 杭州·西湖区 30k-60k 经验3-5年,本科 蚂蚁集团-iOS,安卓开发(P6,P7),杭州·西湖区 1695
卓见软件 移动互联网,不需要融资,50-150人 iOS高级开发工程师—产品公司 郑州·经二路 15k-20k 经验5-10年,本科 iOS高级开发工程师—产品公司,郑州·经二路 1696
铭镜科技 游戏,天使轮,15-50人 ios游戏运营 深圳·南油 9k-14k 经验1-3年,本科 ios游戏运营,深圳·南油 1697
今日水印相机 工具类产品,C轮,50-150人 中高级ios开发工程师 成都·武侯区 20k-40k 经验5-10年,本科 中高级ios开发工程师,成都·武侯区 1698
今日水印相机 工具类产品,C轮,50-150人 中高级iOS工程师 北京·海淀区 25k-45k 经验5-10年,本科 中高级iOS工程师,北京·海淀区 1699
景宸星火 社交平台,音频｜视频媒体,文化传媒,未融资,50-150人 高级,资深ios开发工程师 长沙·四方坪 11k-16k 经验5-10年,本科 高级,资深ios开发工程师,长沙·四方坪 1700
深圳市罗湖区平步互动传媒工作室 新媒体,文化传媒,不需要融资,少于15人 资深iOS开发工程师 深圳·罗湖区 20k-25k 经验5-10年,本科 资深iOS开发工程师,深圳·罗湖区 1701
贝壳 居住服务,上市公司,2000人以上 iOS,Android,鸿蒙高级开发工程师 北京·西二旗 20k-35k 经验3-5年,本科 iOS,Android,鸿蒙高级开发工程师,北京·西二旗 1702
阿里巴巴-高德 工具类产品,上市公司,2000人以上 高德-iOS研发工程师-高德云图-出行解决方案研发组 北京·来广营 1k-2k 经验不限,本科 高德-iOS研发工程师-高德云图-出行解决方案研发组,北京·来广营 1703
无锡壹阳能源科技有限公司 新能源汽车制造,不需要融资,少于15人 前端软件工程师(IOS,Android) 无锡·新吴区 12k-22k 经验3-5年,本科 前端软件工程师(IOS,Android),无锡·新吴区 1704
优聚大鱼 软件服务｜咨询,天使轮,50-150人 Android,iOS,Flutter开发 广州·天河区 8k-10k 经验在校,应届,本科 Android,iOS,Flutter开发,广州·天河区 1705
哈啰 旅游｜出行,D轮及以上,2000人以上 高级,资深Androis,iOS开发 上海·闵行区 20k-40k 经验3-5年,本科 高级,资深Androis,iOS开发,上海·闵行区 1706
ThunderSoft 智能硬件,上市公司,2000人以上 IOS开发工程师-运动健康(Q0958) 西安·长安区 10k-16k 经验3-5年,本科 IOS开发工程师-运动健康(Q0958),西安·长安区 1707
APJ 电商平台,内容社区,不需要融资,500-2000人 移动端开发工程师（IOS） 广州·海珠区 10k-15k 经验3-5年,大专 移动端开发工程师（IOS）,广州·海珠区 1708
